codigo;nome;periodo;carga;submercado
18;BARRA 18;66;3.235294118;1
19;BARRA 19;66;3.235294118;1
20;BARRA 20;66;3.235294118;1
21;BARRA 21;66;0;1
22;BARRA 22;66;0;1
23;BARRA 23;66;0;1
24;BARRA 24;66;0;1
1;BARRA 1;67;3.470588235;1
2;BARRA 2;67;3.470588235;1
3;BARRA 3;67;3.470588235;1
4;BARRA 4;67;3.470588235;1
5;BARRA 5;67;3.470588235;1
6;BARRA 6;67;3.470588235;1
7;BARRA 7;67;3.470588235;1
8;BARRA 8;67;3.470588235;1
9;BARRA 9;67;3.470588235;1
10;BARRA 10;67;3.470588235;1
11;BARRA 11;67;0;1
12;BARRA 12;67;0;1
13;BARRA 13;67;3.470588235;1
14;BARRA 14;67;3.470588235;1
15;BARRA 15;67;3.470588235;1
16;BARRA 16;67;3.470588235;1
17;BARRA 17;67;0;1
18;BARRA 18;67;3.470588235;1
19;BARRA 19;67;3.470588235;1
20;BARRA 20;67;3.470588235;1
21;BARRA 21;67;0;1
22;BARRA 22;67;0;1
23;BARRA 23;67;0;1
24;BARRA 24;67;0;1
1;BARRA 1;68;3.470588235;1
2;BARRA 2;68;3.470588235;1
3;BARRA 3;68;3.470588235;1
4;BARRA 4;68;3.470588235;1
5;BARRA 5;68;3.470588235;1
6;BARRA 6;68;3.470588235;1
7;BARRA 7;68;3.470588235;1
8;BARRA 8;68;3.470588235;1
9;BARRA 9;68;3.470588235;1
10;BARRA 10;68;3.470588235;1
11;BARRA 11;68;0;1
12;BARRA 12;68;0;1
13;BARRA 13;68;3.470588235;1
14;BARRA 14;68;3.470588235;1
15;BARRA 15;68;3.470588235;1
16;BARRA 16;68;3.470588235;1
17;BARRA 17;68;0;1
18;BARRA 18;68;3.470588235;1
19;BARRA 19;68;3.470588235;1
20;BARRA 20;68;3.470588235;1
21;BARRA 21;68;0;1
22;BARRA 22;68;0;1
23;BARRA 23;68;0;1
24;BARRA 24;68;0;1
1;BARRA 1;69;3.411764706;1
2;BARRA 2;69;3.411764706;1
3;BARRA 3;69;3.411764706;1
4;BARRA 4;69;3.411764706;1
5;BARRA 5;69;3.411764706;1
6;BARRA 6;69;3.411764706;1
7;BARRA 7;69;3.411764706;1
8;BARRA 8;69;3.411764706;1
9;BARRA 9;69;3.411764706;1
10;BARRA 10;69;3.411764706;1
11;BARRA 11;69;0;1
12;BARRA 12;69;0;1
13;BARRA 13;69;3.411764706;1
14;BARRA 14;69;3.411764706;1
15;BARRA 15;69;3.411764706;1
16;BARRA 16;69;3.411764706;1
17;BARRA 17;69;0;1
18;BARRA 18;69;3.411764706;1
19;BARRA 19;69;3.411764706;1
20;BARRA 20;69;3.411764706;1
21;BARRA 21;69;0;1
22;BARRA 22;69;0;1
23;BARRA 23;69;0;1
24;BARRA 24;69;0;1
1;BARRA 1;70;3.294117647;1
2;BARRA 2;70;3.294117647;1
3;BARRA 3;70;3.294117647;1
4;BARRA 4;70;3.294117647;1
5;BARRA 5;70;3.294117647;1
6;BARRA 6;70;3.294117647;1
7;BARRA 7;70;3.294117647;1
8;BARRA 8;70;3.294117647;1
9;BARRA 9;70;3.294117647;1
10;BARRA 10;70;3.294117647;1
11;BARRA 11;70;0;1
12;BARRA 12;70;0;1
13;BARRA 13;70;3.294117647;1
14;BARRA 14;70;3.294117647;1
15;BARRA 15;70;3.294117647;1
16;BARRA 16;70;3.294117647;1
17;BARRA 17;70;0;1
18;BARRA 18;70;3.294117647;1
19;BARRA 19;70;3.294117647;1
20;BARRA 20;70;3.294117647;1
21;BARRA 21;70;0;1
22;BARRA 22;70;0;1
23;BARRA 23;70;0;1
24;BARRA 24;70;0;1
1;BARRA 1;71;3.117647059;1
2;BARRA 2;71;3.117647059;1
3;BARRA 3;71;3.117647059;1
4;BARRA 4;71;3.117647059;1
5;BARRA 5;71;3.117647059;1
6;BARRA 6;71;3.117647059;1
7;BARRA 7;71;3.117647059;1
8;BARRA 8;71;3.117647059;1
9;BARRA 9;71;3.117647059;1
10;BARRA 10;71;3.117647059;1
11;BARRA 11;71;0;1
12;BARRA 12;71;0;1
13;BARRA 13;71;3.117647059;1
14;BARRA 14;71;3.117647059;1
15;BARRA 15;71;3.117647059;1
16;BARRA 16;71;3.117647059;1
17;BARRA 17;71;0;1
18;BARRA 18;71;3.117647059;1
19;BARRA 19;71;3.117647059;1
20;BARRA 20;71;3.117647059;1
21;BARRA 21;71;0;1
22;BARRA 22;71;0;1
23;BARRA 23;71;0;1
24;BARRA 24;71;0;1
1;BARRA 1;72;2.882352941;1
2;BARRA 2;72;2.882352941;1
3;BARRA 3;72;2.882352941;1
4;BARRA 4;72;2.882352941;1
5;BARRA 5;72;2.882352941;1
6;BARRA 6;72;2.882352941;1
7;BARRA 7;72;2.882352941;1
8;BARRA 8;72;2.882352941;1
9;BARRA 9;72;2.882352941;1
10;BARRA 10;72;2.882352941;1
11;BARRA 11;72;0;1
12;BARRA 12;72;0;1
13;BARRA 13;72;2.882352941;1
14;BARRA 14;72;2.882352941;1
15;BARRA 15;72;2.882352941;1
16;BARRA 16;72;2.882352941;1
17;BARRA 17;72;0;1
18;BARRA 18;72;2.882352941;1
19;BARRA 19;72;2.882352941;1
20;BARRA 20;72;2.882352941;1
21;BARRA 21;72;0;1
22;BARRA 22;72;0;1
23;BARRA 23;72;0;1
24;BARRA 24;72;0;1
1;BARRA 1;73;2.764705882;1
2;BARRA 2;73;2.764705882;1
3;BARRA 3;73;2.764705882;1
4;BARRA 4;73;2.764705882;1
5;BARRA 5;73;2.764705882;1
6;BARRA 6;73;2.764705882;1
7;BARRA 7;73;2.764705882;1
8;BARRA 8;73;2.764705882;1
9;BARRA 9;73;2.764705882;1
10;BARRA 10;73;2.764705882;1
11;BARRA 11;73;0;1
12;BARRA 12;73;0;1
13;BARRA 13;73;2.764705882;1
14;BARRA 14;73;2.764705882;1
15;BARRA 15;73;2.764705882;1
16;BARRA 16;73;2.764705882;1
17;BARRA 17;73;0;1
18;BARRA 18;73;2.764705882;1
19;BARRA 19;73;2.764705882;1
20;BARRA 20;73;2.764705882;1
21;BARRA 21;73;0;1
22;BARRA 22;73;0;1
23;BARRA 23;73;0;1
24;BARRA 24;73;0;1
1;BARRA 1;74;2.588235294;1
2;BARRA 2;74;2.588235294;1
3;BARRA 3;74;2.588235294;1
4;BARRA 4;74;2.588235294;1
5;BARRA 5;74;2.588235294;1
6;BARRA 6;74;2.588235294;1
7;BARRA 7;74;2.588235294;1
8;BARRA 8;74;2.588235294;1
9;BARRA 9;74;2.588235294;1
10;BARRA 10;74;2.588235294;1
11;BARRA 11;74;0;1
12;BARRA 12;74;0;1
13;BARRA 13;74;2.588235294;1
14;BARRA 14;74;2.588235294;1
15;BARRA 15;74;2.588235294;1
16;BARRA 16;74;2.588235294;1
17;BARRA 17;74;0;1
18;BARRA 18;74;2.588235294;1
19;BARRA 19;74;2.588235294;1
20;BARRA 20;74;2.588235294;1
21;BARRA 21;74;0;1
22;BARRA 22;74;0;1
23;BARRA 23;74;0;1
24;BARRA 24;74;0;1
1;BARRA 1;75;2.529411765;1
2;BARRA 2;75;2.529411765;1
3;BARRA 3;75;2.529411765;1
4;BARRA 4;75;2.529411765;1
5;BARRA 5;75;2.529411765;1
6;BARRA 6;75;2.529411765;1
7;BARRA 7;75;2.529411765;1
8;BARRA 8;75;2.529411765;1
9;BARRA 9;75;2.529411765;1
10;BARRA 10;75;2.529411765;1
11;BARRA 11;75;0;1
12;BARRA 12;75;0;1
13;BARRA 13;75;2.529411765;1
14;BARRA 14;75;2.529411765;1
15;BARRA 15;75;2.529411765;1
16;BARRA 16;75;2.529411765;1
17;BARRA 17;75;0;1
18;BARRA 18;75;2.529411765;1
19;BARRA 19;75;2.529411765;1
20;BARRA 20;75;2.529411765;1
21;BARRA 21;75;0;1
22;BARRA 22;75;0;1
23;BARRA 23;75;0;1
24;BARRA 24;75;0;1
1;BARRA 1;76;2.470588235;1
2;BARRA 2;76;2.470588235;1
3;BARRA 3;76;2.470588235;1
4;BARRA 4;76;2.470588235;1
5;BARRA 5;76;2.470588235;1
6;BARRA 6;76;2.470588235;1
7;BARRA 7;76;2.470588235;1
8;BARRA 8;76;2.470588235;1
9;BARRA 9;76;2.470588235;1
10;BARRA 10;76;2.470588235;1
11;BARRA 11;76;0;1
12;BARRA 12;76;0;1
13;BARRA 13;76;2.470588235;1
14;BARRA 14;76;2.470588235;1
15;BARRA 15;76;2.470588235;1
16;BARRA 16;76;2.470588235;1
17;BARRA 17;76;0;1
18;BARRA 18;76;2.470588235;1
19;BARRA 19;76;2.470588235;1
20;BARRA 20;76;2.470588235;1
21;BARRA 21;76;0;1
22;BARRA 22;76;0;1
23;BARRA 23;76;0;1
24;BARRA 24;76;0;1
1;BARRA 1;77;2.529411765;1
2;BARRA 2;77;2.529411765;1
3;BARRA 3;77;2.529411765;1
4;BARRA 4;77;2.529411765;1
5;BARRA 5;77;2.529411765;1
6;BARRA 6;77;2.529411765;1
7;BARRA 7;77;2.529411765;1
8;BARRA 8;77;2.529411765;1
9;BARRA 9;77;2.529411765;1
10;BARRA 10;77;2.529411765;1
11;BARRA 11;77;0;1
12;BARRA 12;77;0;1
13;BARRA 13;77;2.529411765;1
14;BARRA 14;77;2.529411765;1
15;BARRA 15;77;2.529411765;1
16;BARRA 16;77;2.529411765;1
17;BARRA 17;77;0;1
18;BARRA 18;77;2.529411765;1
19;BARRA 19;77;2.529411765;1
20;BARRA 20;77;2.529411765;1
21;BARRA 21;77;0;1
22;BARRA 22;77;0;1
23;BARRA 23;77;0;1
24;BARRA 24;77;0;1
1;BARRA 1;78;2.647058824;1
2;BARRA 2;78;2.647058824;1
3;BARRA 3;78;2.647058824;1
4;BARRA 4;78;2.647058824;1
5;BARRA 5;78;2.647058824;1
6;BARRA 6;78;2.647058824;1
7;BARRA 7;78;2.647058824;1
8;BARRA 8;78;2.647058824;1
9;BARRA 9;78;2.647058824;1
10;BARRA 10;78;2.647058824;1
11;BARRA 11;78;0;1
12;BARRA 12;78;0;1
13;BARRA 13;78;2.647058824;1
14;BARRA 14;78;2.647058824;1
15;BARRA 15;78;2.647058824;1
16;BARRA 16;78;2.647058824;1
17;BARRA 17;78;0;1
18;BARRA 18;78;2.647058824;1
19;BARRA 19;78;2.647058824;1
20;BARRA 20;78;2.647058824;1
21;BARRA 21;78;0;1
22;BARRA 22;78;0;1
23;BARRA 23;78;0;1
24;BARRA 24;78;0;1
1;BARRA 1;79;2.764705882;1
2;BARRA 2;79;2.764705882;1
3;BARRA 3;79;2.764705882;1
4;BARRA 4;79;2.764705882;1
5;BARRA 5;79;2.764705882;1
6;BARRA 6;79;2.764705882;1
7;BARRA 7;79;2.764705882;1
8;BARRA 8;79;2.764705882;1
9;BARRA 9;79;2.764705882;1
10;BARRA 10;79;2.764705882;1
11;BARRA 11;79;0;1
12;BARRA 12;79;0;1
13;BARRA 13;79;2.764705882;1
14;BARRA 14;79;2.764705882;1
15;BARRA 15;79;2.764705882;1
16;BARRA 16;79;2.764705882;1
17;BARRA 17;79;0;1
18;BARRA 18;79;2.764705882;1
19;BARRA 19;79;2.764705882;1
20;BARRA 20;79;2.764705882;1
21;BARRA 21;79;0;1
22;BARRA 22;79;0;1
23;BARRA 23;79;0;1
24;BARRA 24;79;0;1
1;BARRA 1;80;2.882352941;1
2;BARRA 2;80;2.882352941;1
3;BARRA 3;80;2.882352941;1
4;BARRA 4;80;2.882352941;1
5;BARRA 5;80;2.882352941;1
6;BARRA 6;80;2.882352941;1
7;BARRA 7;80;2.882352941;1
8;BARRA 8;80;2.882352941;1
9;BARRA 9;80;2.882352941;1
10;BARRA 10;80;2.882352941;1
11;BARRA 11;80;0;1
12;BARRA 12;80;0;1
13;BARRA 13;80;2.882352941;1
14;BARRA 14;80;2.882352941;1
15;BARRA 15;80;2.882352941;1
16;BARRA 16;80;2.882352941;1
17;BARRA 17;80;0;1
18;BARRA 18;80;2.882352941;1
19;BARRA 19;80;2.882352941;1
20;BARRA 20;80;2.882352941;1
21;BARRA 21;80;0;1
22;BARRA 22;80;0;1
23;BARRA 23;80;0;1
24;BARRA 24;80;0;1
1;BARRA 1;81;2.941176471;1
2;BARRA 2;81;2.941176471;1
3;BARRA 3;81;2.941176471;1
4;BARRA 4;81;2.941176471;1
5;BARRA 5;81;2.941176471;1
6;BARRA 6;81;2.941176471;1
7;BARRA 7;81;2.941176471;1
8;BARRA 8;81;2.941176471;1
9;BARRA 9;81;2.941176471;1
10;BARRA 10;81;2.941176471;1
11;BARRA 11;81;0;1
12;BARRA 12;81;0;1
13;BARRA 13;81;2.941176471;1
14;BARRA 14;81;2.941176471;1
15;BARRA 15;81;2.941176471;1
16;BARRA 16;81;2.941176471;1
17;BARRA 17;81;0;1
18;BARRA 18;81;2.941176471;1
19;BARRA 19;81;2.941176471;1
20;BARRA 20;81;2.941176471;1
21;BARRA 21;81;0;1
22;BARRA 22;81;0;1
23;BARRA 23;81;0;1
24;BARRA 24;81;0;1
1;BARRA 1;82;2.941176471;1
2;BARRA 2;82;2.941176471;1
3;BARRA 3;82;2.941176471;1
4;BARRA 4;82;2.941176471;1
5;BARRA 5;82;2.941176471;1
6;BARRA 6;82;2.941176471;1
7;BARRA 7;82;2.941176471;1
8;BARRA 8;82;2.941176471;1
9;BARRA 9;82;2.941176471;1
10;BARRA 10;82;2.941176471;1
11;BARRA 11;82;0;1
12;BARRA 12;82;0;1
13;BARRA 13;82;2.941176471;1
14;BARRA 14;82;2.941176471;1
15;BARRA 15;82;2.941176471;1
16;BARRA 16;82;2.941176471;1
17;BARRA 17;82;0;1
18;BARRA 18;82;2.941176471;1
19;BARRA 19;82;2.941176471;1
20;BARRA 20;82;2.941176471;1
21;BARRA 21;82;0;1
22;BARRA 22;82;0;1
23;BARRA 23;82;0;1
24;BARRA 24;82;0;1
1;BARRA 1;83;2.941176471;1
2;BARRA 2;83;2.941176471;1
3;BARRA 3;83;2.941176471;1
4;BARRA 4;83;2.941176471;1
5;BARRA 5;83;2.941176471;1
6;BARRA 6;83;2.941176471;1
7;BARRA 7;83;2.941176471;1
8;BARRA 8;83;2.941176471;1
9;BARRA 9;83;2.941176471;1
10;BARRA 10;83;2.941176471;1
11;BARRA 11;83;0;1
12;BARRA 12;83;0;1
13;BARRA 13;83;2.941176471;1
14;BARRA 14;83;2.941176471;1
15;BARRA 15;83;2.941176471;1
16;BARRA 16;83;2.941176471;1
17;BARRA 17;83;0;1
18;BARRA 18;83;2.941176471;1
19;BARRA 19;83;2.941176471;1
20;BARRA 20;83;2.941176471;1
21;BARRA 21;83;0;1
22;BARRA 22;83;0;1
23;BARRA 23;83;0;1
24;BARRA 24;83;0;1
1;BARRA 1;84;2.941176471;1
2;BARRA 2;84;2.941176471;1
3;BARRA 3;84;2.941176471;1
4;BARRA 4;84;2.941176471;1
5;BARRA 5;84;2.941176471;1
6;BARRA 6;84;2.941176471;1
7;BARRA 7;84;2.941176471;1
8;BARRA 8;84;2.941176471;1
9;BARRA 9;84;2.941176471;1
10;BARRA 10;84;2.941176471;1
11;BARRA 11;84;0;1
12;BARRA 12;84;0;1
13;BARRA 13;84;2.941176471;1
14;BARRA 14;84;2.941176471;1
15;BARRA 15;84;2.941176471;1
16;BARRA 16;84;2.941176471;1
17;BARRA 17;84;0;1
18;BARRA 18;84;2.941176471;1
19;BARRA 19;84;2.941176471;1
20;BARRA 20;84;2.941176471;1
21;BARRA 21;84;0;1
22;BARRA 22;84;0;1
23;BARRA 23;84;0;1
24;BARRA 24;84;0;1
1;BARRA 1;85;2.882352941;1
2;BARRA 2;85;2.882352941;1
3;BARRA 3;85;2.882352941;1
4;BARRA 4;85;2.882352941;1
5;BARRA 5;85;2.882352941;1
6;BARRA 6;85;2.882352941;1
7;BARRA 7;85;2.882352941;1
8;BARRA 8;85;2.882352941;1
9;BARRA 9;85;2.882352941;1
10;BARRA 10;85;2.882352941;1
11;BARRA 11;85;0;1
12;BARRA 12;85;0;1
13;BARRA 13;85;2.882352941;1
14;BARRA 14;85;2.882352941;1
15;BARRA 15;85;2.882352941;1
16;BARRA 16;85;2.882352941;1
17;BARRA 17;85;0;1
18;BARRA 18;85;2.882352941;1
19;BARRA 19;85;2.882352941;1
20;BARRA 20;85;2.882352941;1
21;BARRA 21;85;0;1
22;BARRA 22;85;0;1
23;BARRA 23;85;0;1
24;BARRA 24;85;0;1
1;BARRA 1;86;2.941176471;1
2;BARRA 2;86;2.941176471;1
3;BARRA 3;86;2.941176471;1
4;BARRA 4;86;2.941176471;1
5;BARRA 5;86;2.941176471;1
6;BARRA 6;86;2.941176471;1
7;BARRA 7;86;2.941176471;1
8;BARRA 8;86;2.941176471;1
9;BARRA 9;86;2.941176471;1
10;BARRA 10;86;2.941176471;1
11;BARRA 11;86;0;1
12;BARRA 12;86;0;1
13;BARRA 13;86;2.941176471;1
14;BARRA 14;86;2.941176471;1
15;BARRA 15;86;2.941176471;1
16;BARRA 16;86;2.941176471;1
17;BARRA 17;86;0;1
18;BARRA 18;86;2.941176471;1
19;BARRA 19;86;2.941176471;1
20;BARRA 20;86;2.941176471;1
21;BARRA 21;86;0;1
22;BARRA 22;86;0;1
23;BARRA 23;86;0;1
24;BARRA 24;86;0;1
1;BARRA 1;87;3;1
2;BARRA 2;87;3;1
3;BARRA 3;87;3;1
4;BARRA 4;87;3;1
5;BARRA 5;87;3;1
6;BARRA 6;87;3;1
7;BARRA 7;87;3;1
8;BARRA 8;87;3;1
9;BARRA 9;87;3;1
10;BARRA 10;87;3;1
11;BARRA 11;87;0;1
12;BARRA 12;87;0;1
13;BARRA 13;87;3;1
14;BARRA 14;87;3;1
15;BARRA 15;87;3;1
16;BARRA 16;87;3;1
17;BARRA 17;87;0;1
18;BARRA 18;87;3;1
19;BARRA 19;87;3;1
20;BARRA 20;87;3;1
21;BARRA 21;87;0;1
22;BARRA 22;87;0;1
23;BARRA 23;87;0;1
24;BARRA 24;87;0;1
1;BARRA 1;88;3.117647059;1
2;BARRA 2;88;3.117647059;1
3;BARRA 3;88;3.117647059;1
4;BARRA 4;88;3.117647059;1
5;BARRA 5;88;3.117647059;1
6;BARRA 6;88;3.117647059;1
7;BARRA 7;88;3.117647059;1
8;BARRA 8;88;3.117647059;1
9;BARRA 9;88;3.117647059;1
10;BARRA 10;88;3.117647059;1
11;BARRA 11;88;0;1
12;BARRA 12;88;0;1
13;BARRA 13;88;3.117647059;1
14;BARRA 14;88;3.117647059;1
15;BARRA 15;88;3.117647059;1
16;BARRA 16;88;3.117647059;1
17;BARRA 17;88;0;1
18;BARRA 18;88;3.117647059;1
19;BARRA 19;88;3.117647059;1
20;BARRA 20;88;3.117647059;1
21;BARRA 21;88;0;1
22;BARRA 22;88;0;1
23;BARRA 23;88;0;1
24;BARRA 24;88;0;1
1;BARRA 1;89;3.176470588;1
2;BARRA 2;89;3.176470588;1
3;BARRA 3;89;3.176470588;1
4;BARRA 4;89;3.176470588;1
5;BARRA 5;89;3.176470588;1
6;BARRA 6;89;3.176470588;1
7;BARRA 7;89;3.176470588;1
8;BARRA 8;89;3.176470588;1
9;BARRA 9;89;3.176470588;1
10;BARRA 10;89;3.176470588;1
11;BARRA 11;89;0;1
12;BARRA 12;89;0;1
13;BARRA 13;89;3.176470588;1
14;BARRA 14;89;3.176470588;1
15;BARRA 15;89;3.176470588;1
16;BARRA 16;89;3.176470588;1
17;BARRA 17;89;0;1
18;BARRA 18;89;3.176470588;1
19;BARRA 19;89;3.176470588;1
20;BARRA 20;89;3.176470588;1
21;BARRA 21;89;0;1
22;BARRA 22;89;0;1
23;BARRA 23;89;0;1
24;BARRA 24;89;0;1
1;BARRA 1;90;3.235294118;1
2;BARRA 2;90;3.235294118;1
3;BARRA 3;90;3.235294118;1
4;BARRA 4;90;3.235294118;1
5;BARRA 5;90;3.235294118;1
6;BARRA 6;90;3.235294118;1
7;BARRA 7;90;3.235294118;1
8;BARRA 8;90;3.235294118;1
9;BARRA 9;90;3.235294118;1
10;BARRA 10;90;3.235294118;1
11;BARRA 11;90;0;1
12;BARRA 12;90;0;1
13;BARRA 13;90;3.235294118;1
14;BARRA 14;90;3.235294118;1
15;BARRA 15;90;3.235294118;1
16;BARRA 16;90;3.235294118;1
17;BARRA 17;90;0;1
18;BARRA 18;90;3.235294118;1
19;BARRA 19;90;3.235294118;1
20;BARRA 20;90;3.235294118;1
21;BARRA 21;90;0;1
22;BARRA 22;90;0;1
23;BARRA 23;90;0;1
24;BARRA 24;90;0;1
1;BARRA 1;91;3.470588235;1
2;BARRA 2;91;3.470588235;1
3;BARRA 3;91;3.470588235;1
4;BARRA 4;91;3.470588235;1
5;BARRA 5;91;3.470588235;1
6;BARRA 6;91;3.470588235;1
7;BARRA 7;91;3.470588235;1
8;BARRA 8;91;3.470588235;1
9;BARRA 9;91;3.470588235;1
10;BARRA 10;91;3.470588235;1
11;BARRA 11;91;0;1
12;BARRA 12;91;0;1
13;BARRA 13;91;3.470588235;1
14;BARRA 14;91;3.470588235;1
15;BARRA 15;91;3.470588235;1
16;BARRA 16;91;3.470588235;1
17;BARRA 17;91;0;1
18;BARRA 18;91;3.470588235;1
19;BARRA 19;91;3.470588235;1
20;BARRA 20;91;3.470588235;1
21;BARRA 21;91;0;1
22;BARRA 22;91;0;1
23;BARRA 23;91;0;1
24;BARRA 24;91;0;1
1;BARRA 1;92;3.470588235;1
2;BARRA 2;92;3.470588235;1
3;BARRA 3;92;3.470588235;1
4;BARRA 4;92;3.470588235;1
5;BARRA 5;92;3.470588235;1
6;BARRA 6;92;3.470588235;1
7;BARRA 7;92;3.470588235;1
8;BARRA 8;92;3.470588235;1
9;BARRA 9;92;3.470588235;1
10;BARRA 10;92;3.470588235;1
11;BARRA 11;92;0;1
12;BARRA 12;92;0;1
13;BARRA 13;92;3.470588235;1
14;BARRA 14;92;3.470588235;1
15;BARRA 15;92;3.470588235;1
16;BARRA 16;92;3.470588235;1
17;BARRA 17;92;0;1
18;BARRA 18;92;3.470588235;1
19;BARRA 19;92;3.470588235;1
20;BARRA 20;92;3.470588235;1
21;BARRA 21;92;0;1
22;BARRA 22;92;0;1
23;BARRA 23;92;0;1
24;BARRA 24;92;0;1
1;BARRA 1;93;3.411764706;1
2;BARRA 2;93;3.411764706;1
3;BARRA 3;93;3.411764706;1
4;BARRA 4;93;3.411764706;1
5;BARRA 5;93;3.411764706;1
6;BARRA 6;93;3.411764706;1
7;BARRA 7;93;3.411764706;1
8;BARRA 8;93;3.411764706;1
9;BARRA 9;93;3.411764706;1
10;BARRA 10;93;3.411764706;1
11;BARRA 11;93;0;1
12;BARRA 12;93;0;1
13;BARRA 13;93;3.411764706;1
14;BARRA 14;93;3.411764706;1
15;BARRA 15;93;3.411764706;1
16;BARRA 16;93;3.411764706;1
17;BARRA 17;93;0;1
18;BARRA 18;93;3.411764706;1
19;BARRA 19;93;3.411764706;1
20;BARRA 20;93;3.411764706;1
21;BARRA 21;93;0;1
22;BARRA 22;93;0;1
23;BARRA 23;93;0;1
24;BARRA 24;93;0;1
1;BARRA 1;94;3.294117647;1
2;BARRA 2;94;3.294117647;1
3;BARRA 3;94;3.294117647;1
4;BARRA 4;94;3.294117647;1
5;BARRA 5;94;3.294117647;1
6;BARRA 6;94;3.294117647;1
7;BARRA 7;94;3.294117647;1
8;BARRA 8;94;3.294117647;1
9;BARRA 9;94;3.294117647;1
10;BARRA 10;94;3.294117647;1
11;BARRA 11;94;0;1
12;BARRA 12;94;0;1
13;BARRA 13;94;3.294117647;1
14;BARRA 14;94;3.294117647;1
15;BARRA 15;94;3.294117647;1
16;BARRA 16;94;3.294117647;1
17;BARRA 17;94;0;1
18;BARRA 18;94;3.294117647;1
19;BARRA 19;94;3.294117647;1
20;BARRA 20;94;3.294117647;1
21;BARRA 21;94;0;1
22;BARRA 22;94;0;1
23;BARRA 23;94;0;1
24;BARRA 24;94;0;1
1;BARRA 1;95;3.117647059;1
2;BARRA 2;95;3.117647059;1
3;BARRA 3;95;3.117647059;1
4;BARRA 4;95;3.117647059;1
5;BARRA 5;95;3.117647059;1
6;BARRA 6;95;3.117647059;1
7;BARRA 7;95;3.117647059;1
8;BARRA 8;95;3.117647059;1
9;BARRA 9;95;3.117647059;1
10;BARRA 10;95;3.117647059;1
11;BARRA 11;95;0;1
12;BARRA 12;95;0;1
13;BARRA 13;95;3.117647059;1
14;BARRA 14;95;3.117647059;1
15;BARRA 15;95;3.117647059;1
16;BARRA 16;95;3.117647059;1
17;BARRA 17;95;0;1
18;BARRA 18;95;3.117647059;1
19;BARRA 19;95;3.117647059;1
20;BARRA 20;95;3.117647059;1
21;BARRA 21;95;0;1
22;BARRA 22;95;0;1
23;BARRA 23;95;0;1
24;BARRA 24;95;0;1
1;BARRA 1;96;2.882352941;1
2;BARRA 2;96;2.882352941;1
3;BARRA 3;96;2.882352941;1
4;BARRA 4;96;2.882352941;1
5;BARRA 5;96;2.882352941;1
6;BARRA 6;96;2.882352941;1
7;BARRA 7;96;2.882352941;1
8;BARRA 8;96;2.882352941;1
9;BARRA 9;96;2.882352941;1
10;BARRA 10;96;2.882352941;1
11;BARRA 11;96;0;1
12;BARRA 12;96;0;1
13;BARRA 13;96;2.882352941;1
14;BARRA 14;96;2.882352941;1
15;BARRA 15;96;2.882352941;1
16;BARRA 16;96;2.882352941;1
17;BARRA 17;96;0;1
18;BARRA 18;96;2.882352941;1
19;BARRA 19;96;2.882352941;1
20;BARRA 20;96;2.882352941;1
21;BARRA 21;96;0;1
22;BARRA 22;96;0;1
23;BARRA 23;96;0;1
24;BARRA 24;96;0;1
1;BARRA 1;97;2.764705882;1
2;BARRA 2;97;2.764705882;1
3;BARRA 3;97;2.764705882;1
4;BARRA 4;97;2.764705882;1
5;BARRA 5;97;2.764705882;1
6;BARRA 6;97;2.764705882;1
7;BARRA 7;97;2.764705882;1
8;BARRA 8;97;2.764705882;1
9;BARRA 9;97;2.764705882;1
10;BARRA 10;97;2.764705882;1
11;BARRA 11;97;0;1
12;BARRA 12;97;0;1
13;BARRA 13;97;2.764705882;1
14;BARRA 14;97;2.764705882;1
15;BARRA 15;97;2.764705882;1
16;BARRA 16;97;2.764705882;1
17;BARRA 17;97;0;1
18;BARRA 18;97;2.764705882;1
19;BARRA 19;97;2.764705882;1
20;BARRA 20;97;2.764705882;1
21;BARRA 21;97;0;1
22;BARRA 22;97;0;1
23;BARRA 23;97;0;1
24;BARRA 24;97;0;1
1;BARRA 1;98;2.588235294;1
2;BARRA 2;98;2.588235294;1
3;BARRA 3;98;2.588235294;1
4;BARRA 4;98;2.588235294;1
5;BARRA 5;98;2.588235294;1
6;BARRA 6;98;2.588235294;1
7;BARRA 7;98;2.588235294;1
8;BARRA 8;98;2.588235294;1
9;BARRA 9;98;2.588235294;1
10;BARRA 10;98;2.588235294;1
11;BARRA 11;98;0;1
12;BARRA 12;98;0;1
13;BARRA 13;98;2.588235294;1
14;BARRA 14;98;2.588235294;1
15;BARRA 15;98;2.588235294;1
16;BARRA 16;98;2.588235294;1
17;BARRA 17;98;0;1
18;BARRA 18;98;2.588235294;1
19;BARRA 19;98;2.588235294;1
20;BARRA 20;98;2.588235294;1
21;BARRA 21;98;0;1
22;BARRA 22;98;0;1
23;BARRA 23;98;0;1
24;BARRA 24;98;0;1
1;BARRA 1;99;2.529411765;1
2;BARRA 2;99;2.529411765;1
3;BARRA 3;99;2.529411765;1
4;BARRA 4;99;2.529411765;1
5;BARRA 5;99;2.529411765;1
6;BARRA 6;99;2.529411765;1
7;BARRA 7;99;2.529411765;1
8;BARRA 8;99;2.529411765;1
9;BARRA 9;99;2.529411765;1
10;BARRA 10;99;2.529411765;1
11;BARRA 11;99;0;1
12;BARRA 12;99;0;1
